"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 10 17:44:10 GMT 2025","Fri Jan 10 17:44:12 GMT 2025","1265","tests.games","test_games","TestGamesService","","","test_get_users_list",""
"failed","Fri Jan 10 17:44:12 GMT 2025","Fri Jan 10 17:44:13 GMT 2025","1030","tests.users","test_users","TestUsersService","","","test_create_user",""
