"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 10 17:59:28 GMT 2025","Fri Jan 10 17:59:39 GMT 2025","11151","tests.users","test_users","TestUsersService","","","test_create_user",""
"passed","Fri Jan 10 17:59:27 GMT 2025","Fri Jan 10 17:59:28 GMT 2025","1260","tests.games","test_games","TestGamesService","","","test_get_users_list",""
